,userId,movieId,rating,timestamp
21318,140,2571,4.0,967048185
12491,79,1215,4.0,975282037
13579,89,1080,1.0,1520408299
49695,318,90866,4.0,1424546849
98875,608,1250,3.0,1117161823
28552,198,4823,1.0,1034135389
72865,469,3362,4.0,965336673
20037,132,1682,3.5,1329983628
34617,232,55290,3.0,1213901644
95017,599,134130,3.5,1498677020
37265,249,103801,3.0,1387071580
43393,290,2732,5.0,974938371
72092,464,1779,3.5,1287399934
87383,563,7142,3.0,1441846110
28331,197,1909,4.0,947461891
24397,169,1367,3.0,1059427276
12022,74,296,5.0,1207499596
99252,608,4344,4.5,1117408529
58450,381,36401,3.5,1164877018
2861,19,3146,1.0,965703084
61499,405,8950,4.0,1298431769
76882,480,8874,4.0,1179163317
25419,177,7173,4.0,1435525234
69595,448,7757,4.0,1168120709
25030,177,1086,3.0,1435535447
79837,497,96829,5.0,1429127719
84422,542,500,3.5,1163387264
49615,318,77191,4.0,1272569440
80888,510,1882,0.5,1141159305
73032,472,1221,5.0,1345843356
1341,12,2421,3.0,1247263495
7112,50,1,3.0,1514238116
359,4,937,3.0,986849085
64997,415,175,4.0,1382469687
60003,387,6773,3.5,1160898681
79604,495,5254,3.5,1458636268
21633,140,8493,4.0,1124825411
14877,95,32,4.0,1043340522
33074,226,212,3.5,1095712757
46423,305,74795,4.0,1460563969
82242,522,1210,4.0,1253344684
47478,307,7701,0.5,1186173318
29827,204,293,4.5,1327183178
56413,373,288,3.0,846829968
66966,432,7306,3.0,1315243798
39102,271,924,4.0,1234302201
77621,483,4963,4.0,1178215672
59459,387,1285,3.0,1094876589
81413,514,81845,4.0,1533948747
39330,274,551,3.0,1171491546
98535,607,1101,4.0,963079043
2852,19,3072,2.0,965706045
46298,305,51255,4.0,1519561930
7260,50,32875,3.0,1514240242
12994,83,1862,0.5,1332839062
89046,576,1347,1.5,1358151533
23445,160,1981,1.0,976798114
31150,217,1573,2.0,955940625
100320,610,59615,3.0,1493846768
72976,470,515,4.0,849224825
33987,232,2005,2.5,1182910468
32286,221,553,3.0,1111176010
67563,437,1225,5.0,859721432
41776,284,333,4.0,832786529
49716,318,94959,3.5,1424546941
23814,165,1291,5.0,1046741888
85266,554,2243,3.0,944902081
90346,587,2002,4.0,953139302
31844,219,5378,2.0,1194681089
45535,301,110,1.5,1211377341
2356,19,420,2.0,965708098
66897,432,3150,2.5,1315243150
45266,298,80693,0.5,1467489443
8819,62,1580,3.0,1521822333
75380,476,296,3.0,835021274
18952,122,4816,4.5,1461561829
24404,169,1517,4.0,1059426977
16550,105,30707,4.0,1446572056
72863,469,3358,5.0,965425863
23666,161,318,5.0,1176751745
30782,216,1292,3.0,975212335
74525,474,5992,3.0,1100292016
66534,428,3175,2.0,1111489651
38501,264,41566,5.0,1136978638
92478,597,2352,5.0,941639480
82681,525,1196,4.5,1476475807
50535,326,8973,4.5,1336069748
65936,425,497,3.0,1085477845
28563,198,5016,2.0,1039796957
70290,448,116985,1.5,1435998508
89189,577,2476,3.0,945966506
35467,239,4023,4.0,1221147501
22449,153,1246,4.5,1525548800
37033,249,72641,4.0,1347318091
58047,380,147380,3.0,1536874284
13636,89,3751,4.0,1520408314
4792,29,1270,4.0,1307906647
55861,368,4007,3.0,975805443
35134,235,300,5.0,841422428
43134,288,48385,4.0,1173804743
88036,567,109897,0.5,1525289901
61566,407,7153,5.0,1424349179
58502,381,50912,2.0,1197247442
22389,152,7156,4.5,1450867724
20019,132,1298,3.0,1157924223
22104,145,231,3.0,832105242
49240,318,4638,3.0,1342627674
84391,541,529,4.0,835643863
10006,66,357,5.0,1113190299
28497,198,2959,5.0,1034134565
47027,307,2023,3.5,1186162169
68565,446,587,3.0,843839290
86233,560,3147,4.0,1469650037
19085,122,101142,4.5,1461563008
36852,249,44972,2.0,1365263783
63272,414,2940,4.0,1039531168
3533,21,95441,3.5,1419794434
93299,599,2076,3.5,1519117839
36567,249,2706,4.0,1346754947
47754,308,1198,1.0,1421373683
78303,486,780,5.0,839536984
80179,504,1302,3.0,1063644532
29790,203,590,5.0,1390095352
75347,475,122918,3.0,1498029920
99198,608,3825,3.5,1117507081
87914,567,59784,2.5,1525287840
43445,290,3444,2.0,975032027
21075,139,102445,2.0,1453924988
85045,552,3020,4.0,1111473136
4658,28,52241,2.0,1236313504
44179,294,1919,1.0,966595886
6934,47,724,2.0,1496205806
52760,346,1237,5.0,1094646270
64782,414,72605,4.0,1275267211
89347,580,356,4.0,1167789921
41765,284,255,3.0,832787305
71659,462,1464,0.5,1123892420
94584,599,47793,2.5,1519234795
1173,10,31685,4.5,1455357602
44148,294,1562,2.0,966597791
52229,339,55820,5.0,1460183299
97516,606,948,3.5,1171812999
84197,537,89745,1.5,1424140553
61022,395,1032,1.0,841505546
23801,165,368,4.0,1046742038
77721,483,26444,4.5,1311339381
9330,63,6874,3.5,1443199987
58214,381,2005,4.5,1167542517
26672,182,3747,4.0,1055157037
54689,361,2706,4.0,1204045344
71681,462,2064,4.5,1123891919
36640,249,4085,4.0,1346752139
90064,586,587,4.0,1529901788
54979,365,6539,3.5,1488332413
97872,606,3260,4.5,1171822034
2192,18,96488,4.0,1515532582
69759,448,58025,1.5,1262258700
35840,243,410,4.0,837155155
54436,357,8580,5.0,1348610734
45353,298,97304,3.0,1447518419
81091,514,161,4.0,1533948998
95929,601,70286,4.5,1513712164
81039,512,527,5.0,841449445
46531,305,106920,5.0,1460135960
83986,534,95720,4.0,1459787999
89681,580,8644,4.5,1167792888
85827,555,3697,3.0,978842035
46358,305,62250,5.0,1460137466
100475,610,81782,3.5,1493849767
75795,477,5265,3.0,1200946997
35481,239,4993,5.0,1221158212
11148,68,7256,4.0,1332628672
55503,368,920,4.0,971274910
6770,45,3285,3.0,1007994972
18494,117,786,3.0,844163821
82111,520,4799,3.0,1326688206
98604,607,2616,3.0,963080497
53287,352,3355,4.0,1493674005
10259,66,5673,5.0,1113190484
3838,23,1464,4.0,1107163869
61055,397,1077,4.0,1181966563
84490,542,6365,1.0,1163386954
18056,113,2080,5.0,980306890
9152,62,184471,3.5,1528024895
100661,610,107069,3.5,1493849826
934,7,3916,4.0,1106636596
74855,474,7900,3.0,1084365728
66924,432,4976,3.5,1335141357
99493,608,51935,4.0,1189563886
8221,57,1252,5.0,965796471
94969,599,114126,2.5,1519462490
67178,434,2054,3.5,1271039349
34443,232,38798,3.0,1158708861
31693,219,2186,4.5,1194681510
30117,210,79091,4.0,1533667246
30550,213,3998,3.5,1316195124
3388,21,6942,4.0,1417378457
2875,19,3254,2.0,965706967
23848,165,5528,3.0,1046741616
56844,379,34,5.0,847397499
77906,483,96588,4.0,1415575954
4866,30,79132,5.0,1500370425
64442,414,36708,4.0,1158794187
716,6,347,3.0,845555300
99354,608,5959,4.0,1117675064
61376,404,266,3.0,838375928
68093,438,7346,1.0,1105912056
50900,328,91529,1.0,1494211628
68746,448,587,3.0,1019127900
93046,599,1231,3.5,1498501272
49757,318,106487,4.0,1413570241
41690,282,80463,3.5,1378491678
43520,292,500,4.0,1265680410
38564,265,1356,4.0,965315001
41080,279,593,4.0,1506394242
12257,75,8865,1.0,1158982908
9418,63,106696,5.0,1443461176
81289,514,3478,3.0,1533947109
71438,460,318,5.0,1359176683
39673,274,2688,3.5,1245056468
22417,152,88129,4.0,1450867829
45906,304,1882,3.0,910520625
56620,376,2763,4.0,1364932551
9853,64,6323,3.5,1161529340
15060,96,589,5.0,964772731
43327,290,1447,4.0,974943091
64592,414,50872,4.0,1216145537
4718,28,61132,2.0,1242290318
5808,41,56941,3.5,1458943261
12266,76,48,0.5,1439168949
45556,301,589,0.5,1211377464
59404,387,1206,5.0,1094875230
31361,217,2628,4.0,955940534
27768,187,37733,4.0,1161849878
28534,198,4023,5.0,1034195998
83801,534,39715,3.5,1459787997
3780,22,74789,0.5,1268726132
2485,19,1198,5.0,965709394
9046,62,98809,4.5,1521489734
64064,414,6012,2.0,1075128974
5565,40,60,4.0,832059509
56121,371,26662,4.5,1407692031
82778,525,3911,4.5,1476478610
18063,113,2340,1.0,980051894
88618,572,1894,3.0,945888431
18344,116,6539,4.0,1337200005
55836,368,3767,2.0,971275239
22256,149,1356,4.0,902084874
14920,95,1529,4.0,1043340210
80309,506,55052,3.0,1424486995
58241,381,2291,5.0,1200823910
45733,304,13,4.0,913327439
62477,414,420,2.0,1025108900
5835,41,86882,3.5,1458940113
87744,566,261,5.0,849006113
28860,199,5568,3.5,1064681562
74966,474,8921,3.5,1097508640
43324,290,1387,5.0,975031439
51226,331,4223,4.0,1537158152
62879,414,1656,4.0,997709182
1440,15,260,5.0,1510571946
27590,187,1201,5.0,1161849644
66387,428,296,4.5,1111487740
84131,536,253,1.0,832839848
29239,200,50802,3.0,1229878025
88340,570,1961,3.5,1181477628
29313,201,1259,4.0,939226122
34782,233,1136,3.0,1530047068
3454,21,54286,4.0,1412967989
78914,489,5791,3.0,1333234145
23736,162,592,4.0,836488862
60828,393,1240,0.5,1430505957
86837,561,4262,4.0,1491094974
3004,20,919,5.0,1054038078
29070,200,3176,4.0,1229886949
50318,325,2010,4.0,1039398865
35525,239,8644,4.5,1221158756
76725,480,5026,2.5,1179161029
95842,600,48394,4.5,1237764332
22145,146,7444,3.0,1312508196
33718,229,475,4.0,836942246
99853,610,4816,4.0,1493847048
41069,279,104,3.5,1506395518
98441,606,51314,4.5,1228165132
11314,68,49286,4.0,1267239041
7455,51,497,5.0,1230929781
21306,140,2398,3.0,942841394
93504,599,2791,3.5,1498501027
1705,17,1210,5.0,1305696490
63387,414,3317,4.0,986219297
28409,198,1247,3.0,1034136655
34054,232,3882,3.0,1218167568
69295,448,4084,3.0,1019124686
29619,202,2150,5.0,974924037
40091,274,6872,2.0,1172033213
66440,428,1240,2.5,1111524341
82565,524,880,2.0,851610049
65154,417,1704,5.0,1529284319
29878,204,48780,5.0,1327183651
92190,597,260,5.0,940420585
100022,610,7369,2.5,1493847980
29618,202,2147,3.0,975015717
97786,606,2503,4.0,1173570372
65816,424,3499,3.5,1457846270
83454,530,500,3.0,843226940
30940,217,351,2.0,955944634
21966,143,103606,4.0,1444768980
45051,298,44191,3.5,1447518123
40835,275,3261,4.0,1049076663
63661,414,4299,3.0,1002037576
95415,600,2123,3.0,1237709630
40198,274,8985,2.0,1171826890
90836,590,2412,1.5,1267238449
53926,356,2291,4.0,1232430467
47845,309,1172,5.0,1086563602
1904,18,1892,4.0,1458679104
42409,288,1713,3.0,978469957
88460,571,1979,3.0,966901337
9427,63,134853,5.0,1443200486
97527,606,1061,4.5,1171377295
12941,82,6764,4.5,1084467076
69009,448,2355,4.0,1040756375
63019,414,2114,5.0,961518026
70031,448,94011,1.5,1433704205
31660,219,1704,4.0,1194686124
16839,105,119141,3.5,1447563118
68538,446,342,3.0,843839593
18722,119,127184,4.0,1440881447
14458,91,2713,3.0,1112716769
6591,45,1210,5.0,950726673
62216,412,2571,3.0,939114573
53345,352,45730,3.0,1493675309
20557,135,3175,4.0,1009691704
17382,111,3988,3.5,1516141094
93094,599,1356,3.5,1498501541
46454,305,87869,4.5,1460135965
72778,469,2571,4.0,965335373
27464,186,2872,3.0,1031087604
94465,599,32442,2.5,1498514623
42707,288,3036,2.0,978467836
56691,377,1251,4.5,1340342565
24880,176,349,4.0,840108593
95447,600,2313,4.0,1237851678
80107,503,2114,3.0,1335214603
71266,456,104,3.0,856883383
3427,21,39715,2.5,1376823734
32762,222,49396,3.0,1391375018
26982,182,6335,4.5,1054781916
63229,414,2779,3.0,961595759
3804,23,923,4.0,1107164855
9402,63,89904,5.0,1443735569
12154,74,37733,3.0,1207501589
8751,60,58559,5.0,1393542075
8278,57,1580,4.0,965797070
66711,429,421,4.0,828124615
66389,428,337,3.5,1111523315
99540,610,70,4.0,1495959282
99,1,1552,4.0,964982620
24979,177,783,2.5,1435534629
6215,42,3257,4.0,996221544
99468,608,31221,4.0,1117504121
81189,514,1962,4.0,1533872443
32974,225,380,3.0,949111600
57095,380,1665,4.0,1494278948
72739,469,2301,3.0,965425863
66379,428,180,4.0,1111487767
70075,448,97470,1.5,1433704214
2810,19,2808,2.0,965701107
8929,62,41566,4.0,1521490334
43441,290,3418,4.0,974939536
46361,305,62434,3.0,1460303697
63854,414,5068,4.0,1030026894
88244,570,292,3.5,1181477327
10003,66,318,4.5,1093747397
75153,474,48516,4.0,1180012354
55598,368,1645,3.0,975828061
20703,136,432,3.0,832449365
66418,428,762,1.5,1111523327
42783,288,3494,4.0,978467717
44379,294,3693,2.0,966596297
2586,19,1717,3.0,965705195
85130,553,431,4.0,1230774414
18047,113,1777,4.0,980051838
99505,609,208,3.0,847220937
85644,555,2424,3.0,978747005
63886,414,5225,4.0,1021986402
41005,276,736,4.0,858350384
88381,570,4306,4.0,1181477611
69274,448,3979,4.0,1023260776
46257,305,33166,5.0,1460135803
60561,391,1370,3.0,1030944309
35594,240,104,5.0,849122986
40199,274,26242,3.5,1171828106
70293,448,117466,2.5,1479834986
77286,483,442,2.5,1181496571
12155,74,37741,3.5,1207500217
79164,490,6373,2.5,1328145487
15128,97,3257,4.0,1043382019
86087,559,551,4.0,845476065
54924,365,1968,4.0,1488333258
47091,307,2445,2.0,1186085389
76522,480,2671,2.5,1179178377
29594,202,1959,4.0,975015416
11135,68,7004,3.5,1158534825
29387,202,50,4.0,974924628
75139,474,46850,4.0,1180012421
88734,573,1200,4.0,1248842041
6900,46,316,4.0,834787757
14510,91,3408,2.5,1112713638
74865,474,8044,3.5,1100291706
95999,602,170,3.0,840876475
22903,156,2109,2.0,946799749
59943,387,5891,3.0,1128151050
99229,608,4085,2.5,1117162359
35398,239,1682,4.0,1221158451
37574,254,589,4.0,1180446276
89876,583,4306,3.0,1481474165
68886,448,1459,2.0,1275824371
15538,102,344,4.0,835875790
91504,594,70,3.5,1108951120
95874,601,1136,4.0,1521467856
3948,24,4027,4.0,1458941850
23636,160,4381,5.0,998514430
51627,332,93766,2.0,1352672641
97668,606,1829,3.5,1171737562
48457,313,2640,3.0,1030474810
74223,474,4126,3.0,983031727
52394,340,329,5.0,848666393
29640,202,2401,3.0,974924297
17540,111,45720,4.0,1516141101
83130,526,2692,4.5,1502132212
76076,479,904,5.0,1039362207
75892,477,8914,5.0,1200946942
89973,584,500,5.0,834988045
16751,105,91658,4.0,1446571953
67994,438,5678,3.0,1105654289
50808,328,3275,3.0,1494211143
86480,560,68237,4.0,1469652491
62880,414,1658,3.0,961514407
56235,372,799,4.0,874415517
7539,51,1873,5.0,1230930420
91260,591,2581,4.0,970525046
66915,432,4226,3.5,1315244527
920,7,2671,4.5,1113542732
7736,51,6880,0.5,1230930802
62241,413,457,5.0,1484439876
15865,103,69140,4.0,1522172162
20006,132,1196,2.0,1157922624
41188,279,90405,3.5,1506394296
66443,428,1320,2.5,1111487532
23382,160,1373,2.0,971114703
34581,232,51935,4.0,1192670618
58317,381,4226,4.5,1168800601
21258,140,1610,5.0,949666998
36251,247,5952,4.0,1467644097
81323,514,4564,2.0,1534087238
41162,279,59315,2.5,1506394597
39365,274,778,4.0,1171172773
28745,199,2171,4.0,940380031
77427,483,1920,2.5,1215898218
88773,573,2403,4.5,1371063458
1711,17,1240,5.0,1305696931
58006,380,115877,3.0,1493422244
6443,44,260,5.0,869251910
56494,374,1345,4.0,849089401
33813,230,2915,1.0,1196304143
8035,57,1,5.0,965796031
85738,555,2985,4.0,978822296
100644,610,104457,4.5,1493849329
10270,66,6313,3.0,1113189741
31637,219,1405,2.0,1198814507
41640,282,6377,5.0,1378495304
10974,68,4161,3.5,1230498642
86186,560,1653,4.0,1469647907
97540,606,1117,3.5,1175627831
57339,380,3948,3.0,1493423339
5005,32,996,3.0,856736563
97006,603,4640,4.0,1000194231
49761,318,106918,4.0,1427271156
47503,307,8815,2.0,1186258300
31621,219,1221,4.0,1214043291
64929,414,135536,2.0,1489537034
48829,317,1228,3.0,1430512246
19260,125,1590,2.0,1474295046
19678,128,1387,3.0,899033437
50312,325,1875,4.0,1039395994
56936,380,377,5.0,1493494896
36241,247,4878,5.0,1467644413
25120,177,1936,4.0,1435540591
85540,555,1965,2.0,978821265
4036,25,187541,4.0,1535470472
100248,610,52973,5.0,1479542755
35650,240,370,5.0,849122575
41557,282,2571,5.0,1378490023
84424,542,596,4.5,1163386606
71293,456,1060,4.0,856883707
91105,590,7059,3.5,1258427010
47313,307,5103,2.5,1186174183
73637,474,1960,4.0,1089386143
52231,339,56174,4.5,1460185476
84492,542,6378,3.5,1163387349
93259,599,1951,2.0,1519146923
16026,104,2040,3.0,1048793884
999,7,30816,2.0,1107127004
29454,202,750,5.0,974924381
68342,443,356,5.0,1501722461
14610,91,5445,3.5,1112712361
22100,145,153,3.0,832105183
26506,182,2607,4.5,1055157300
27955,191,160,1.0,829760897
54343,357,2918,4.0,1348610353
20733,137,296,3.0,1204859460
15077,96,1221,4.0,964772610
13389,85,1633,5.0,889466953
49495,318,58162,3.5,1325868890
19960,132,390,2.0,1161799601
73980,474,3105,3.5,1070286895
46584,305,134853,2.0,1460134155
72051,464,364,2.5,1287399372
84775,549,48516,5.0,1464282742
37998,260,1073,4.0,1109409041
85739,555,2986,3.0,978842149
12271,76,296,4.5,1439165672
64577,414,49396,3.5,1216150161
17625,111,68157,4.5,1516143172
2435,19,839,1.0,965712018
90039,585,55820,4.5,1307581832
84211,538,364,4.5,1307846862
12364,76,57669,4.0,1439167975
16562,105,32892,5.0,1446610372
84932,552,19,3.5,1111473056
49605,318,74789,3.0,1282237624
24792,174,231,3.0,848486943
13951,89,128087,5.0,1520409504
25070,177,1275,1.5,1435534643
24102,167,1200,1.5,1154722044
2398,19,597,3.0,965706967
64774,414,71518,4.0,1273977358
48686,314,728,4.0,835444728
55814,368,3643,3.0,971275047
32436,221,2908,4.5,1111177969
8456,57,3256,4.0,969754408
30048,210,1196,5.0,1473705473
16237,105,608,4.0,1446571800
57029,380,1207,5.0,1494803535
4776,29,914,4.0,1362016608
94269,599,7481,3.5,1498797917
25025,177,1036,4.0,1435533617
84288,540,296,5.0,1179108599
92699,599,185,2.5,1498514270
46749,307,62,3.0,1186161410
25796,177,112852,5.0,1435525149
76471,480,2012,3.0,1179177821
27310,186,185,4.0,1031080255
49566,318,69844,3.5,1292075177
31614,219,1196,4.5,1194685932
53538,353,253,3.0,831939699
60043,387,7206,4.0,1117355772
48393,313,2000,3.0,1030556220
4580,28,31225,3.0,1242288487
85529,555,1862,3.0,978842188
20685,136,337,5.0,832449391
42237,288,1008,3.0,985625095
18179,115,1196,5.0,949126947
90812,590,2194,4.0,1258421129
15185,98,7153,1.5,1532457777
42162,288,364,3.0,978469358
60044,387,7209,4.0,1117355806
18856,122,608,5.0,1461561468
43485,291,106072,4.0,1453051433
73501,474,1358,4.5,1100119576
23212,159,89774,4.0,1508641246
97180,605,1028,4.0,1277175750
42011,287,1682,3.5,1110231211
19352,125,50842,4.5,1474296363
95063,599,166528,3.0,1517370757
59563,387,2082,1.0,1095119546
79385,492,852,3.0,863976201
44422,295,2986,0.5,1320064521
50114,323,316,2.5,1422640409
37563,254,260,4.0,1180446182
9004,62,74789,5.0,1523135841
9555,64,1217,5.0,1161531086
25810,178,161,4.5,1164355385
57351,380,4005,4.0,1536873826
24151,167,3275,4.5,1154721556
76037,478,2987,2.5,1121467311
42653,288,2779,3.0,976120241
86941,561,45431,2.0,1491091652
100685,610,111364,3.5,1493845740
96934,603,3635,1.0,963176570
32559,221,25773,4.0,1121365551
72508,469,610,3.0,965335435
65605,421,1201,4.5,1311494717
5995,42,1060,5.0,996218466
14265,91,924,3.5,1112711183
11470,68,68954,3.0,1261084433
78696,489,1947,2.5,1333022653
96023,602,281,3.0,840876475
47488,307,8366,4.0,1186172482
90329,587,1375,4.0,953142126
10536,68,1090,2.5,1240093386
96143,603,175,5.0,963180153
76135,479,2694,3.0,1039362630
148,1,2338,2.0,964983546
5517,39,1968,5.0,974788384
88232,570,150,4.0,1181476644
64506,414,44788,3.0,1216149102
44056,294,597,1.0,966596492
61059,397,1701,4.0,1181966644
97347,605,65685,3.0,1277176749
46642,306,45720,4.0,1518380159
20368,135,427,3.0,1009691529
65139,417,296,5.0,1530156600
85334,555,344,4.0,978747261
79606,495,5449,4.0,1458636422
70587,450,3404,4.0,974704498
82275,522,2384,0.5,1253342862
46484,305,93805,4.0,1520352605
84600,543,94959,2.0,1377068073
55448,368,380,3.0,975829209
85905,557,260,3.0,1452797284
51945,337,653,4.0,860255830
18636,119,60072,3.0,1436007571
36638,249,4069,3.0,1415415440
95019,599,135569,3.0,1498524157
52823,346,4973,3.0,1094645854
8104,57,518,2.0,972175291
235,2,3578,4.0,1445714885
99016,608,2141,1.5,1117674500
6540,45,552,4.0,951170579
96402,603,1252,5.0,953925309
26673,182,3751,4.5,1054781125
76699,480,4787,3.0,1179162671
51327,331,73017,3.5,1537157908
59690,387,2991,3.5,1094942058
45517,300,48394,5.0,1425352021
37879,256,115713,4.5,1446581099
34616,232,55280,3.5,1218165633
83810,534,45499,4.0,1459787998
71107,453,4029,4.0,1005965926
5269,34,31184,3.0,1163954786
97277,605,7380,3.5,1277175747
84376,541,442,3.0,835643266
29372,201,2724,1.0,939226449
67874,438,4006,4.0,1105911630
63701,414,4458,4.0,1019480571
87126,562,1275,5.0,1368897584
64014,414,5679,4.0,1070050686
40385,274,53000,4.0,1197015806
81714,517,2927,3.0,1492339189
37429,250,1285,4.0,1121217559
68289,441,2683,5.0,1449070634
25356,177,5971,4.0,1435530252
22530,153,62644,3.0,1525549545
5612,40,308,5.0,832059658
39493,274,1544,1.5,1171758807
56504,375,1022,3.0,1225230212
54887,364,260,4.0,869443424
71677,462,1963,3.5,1123891122
73871,474,2712,4.0,1052743131
14237,91,610,4.5,1112716901
44572,298,608,3.0,1447597789
66967,432,7438,2.5,1328232790
37841,256,59784,3.5,1446580649
94451,599,31221,1.5,1498504093
46945,307,1326,0.5,1186084967
29445,202,610,4.0,974918797
13271,84,1090,4.0,858772239
70911,453,1120,4.0,972622830
39912,274,4544,3.5,1171830127
53322,352,27821,3.0,1493674960
87924,567,68319,1.5,1525289195
7562,51,2151,3.5,1230931287
59903,387,5062,3.0,1117438198
76781,480,6016,3.5,1179160098
96110,603,34,4.0,963179273
23894,166,904,3.5,1188921640
67064,433,593,4.0,1506823947
60998,395,466,3.0,841505110
89724,580,44022,3.5,1167792560
85760,555,3175,5.0,978746378
19380,125,65130,5.0,1474294959
21314,140,2501,4.0,942924980
17573,111,53993,2.0,1516141835
92995,599,1088,2.5,1498515232
79583,495,4022,4.5,1458635524
16068,104,3671,3.5,1146222433
35030,234,2141,5.0,1004409482
51157,330,4896,4.5,1285905617
54393,357,4963,4.5,1348612199
27905,190,6936,3.5,1504310447
89239,578,78316,4.0,1300991370
39276,274,198,4.0,1199752005
19373,125,60950,5.0,1474591720
31595,219,788,1.0,1200978049
79848,498,47,3.0,839197341
40362,274,49530,4.0,1186724575
20346,135,157,2.0,1009692345
59941,387,5809,4.0,1134880837
37505,252,166528,3.5,1498284126
12432,78,648,3.0,1252575204
65451,419,98961,5.0,1362867270
49822,318,140162,4.5,1450717949
10093,66,1326,0.5,1113189117
69445,448,5388,3.5,1082885201
37377,249,148888,3.0,1518983181
72496,469,529,5.0,965336202
59596,387,2300,4.5,1094876459
39527,274,1748,3.5,1171944257
80026,501,628,3.0,844974173
70578,450,1972,2.0,974705391
56833,378,79132,5.0,1445345866
94426,599,27420,2.0,1498531667
42304,288,1225,4.0,979163436
53739,354,4262,4.5,1200953037
10133,66,2019,4.5,1099187456
75362,476,45,3.0,835022455
34838,233,7438,3.5,1533296506
92901,599,724,2.5,1498514607
68434,445,778,5.0,1454622009
6792,45,3617,4.0,1007995150
87929,567,70286,3.0,1525287517
31278,217,2253,3.0,955941505
43923,292,115617,4.0,1483193825
46693,306,115617,4.0,1518380216
51905,337,27,5.0,860256159
10403,68,207,4.0,1269122598
6776,45,3394,3.0,1020803145
57262,380,3052,5.0,1508882909
93506,599,2794,1.5,1498504661
82671,525,1032,2.5,1476478263
92497,597,2414,4.0,941729405
65338,419,1573,3.5,1367706583
24862,175,56949,4.0,1234189781
86845,561,4641,4.0,1491094639
2461,19,1028,2.0,965706092
38907,268,155,1.0,940193478
59349,387,924,5.0,1094876341
93421,599,2445,2.0,1519345403
4750,28,65982,3.0,1277002092
70077,448,97752,3.0,1392467584
79915,500,231,1.0,1005528039
4700,28,59018,4.5,1235806122
20521,135,2502,4.0,1009692001
3874,23,5333,4.0,1107163583
86586,561,31,2.5,1491094481
64947,414,159717,4.0,1511541249
46510,305,103339,4.0,1460222301
60869,393,6365,5.0,1430507433
79238,491,1265,4.0,1522605286
92570,597,2916,5.0,941730164
69332,448,4322,4.0,1019137717
56140,372,36,3.0,874414994
30238,211,49272,4.5,1350912470
37284,249,106916,4.0,1413796658
99899,610,5329,3.5,1493849209
25851,178,2959,4.5,1164355561
14997,95,5377,4.0,1048382853
68428,445,541,4.0,1454622230
7480,51,953,5.0,1230929755
84679,546,2529,3.0,973588518
3102,20,3565,3.0,1054037706
72133,464,7481,4.5,1275549231
62877,414,1647,3.0,961682128
17441,111,5785,5.0,1516141300
50026,322,1968,3.0,1217676520
8524,58,50,5.0,847718718
93846,599,4321,3.0,1498525815
63944,414,5423,2.0,1026740972
13100,84,113,4.0,858772291
30359,212,33004,4.0,1490203104
27192,184,122912,5.0,1537110034
3653,21,160565,1.0,1468113965
28272,195,5010,3.0,1011849737
69456,448,5462,2.0,1071155500
88667,572,3073,5.0,945890887
